-------------------------------------
|Feldname     |Von       |Bis       |
|-----------------------------------|
|Buchungsdatum|01.01.2022|31.12.2022|
|Geschäftsjahr|2022      |          |
|Kostenart    |ITC-IT    |          |
|Kostenstelle |10        |          |
|Periode von  |1         |16        |
|Version      |0         |          |
|Werttyp      |4         |          |
|Werttyp      |11        |          |
-------------------------------------
Anzeigevariante           ITC02      IT-Controlling Standard
Kostenstelle              131203...  Oellerich/ZN 2797...
K.Währung                 EUR        Euro

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|   Jahr|Kostenstelle      |Kostenart          |Kostenartenbezeichn.    |Buchungsdatum  |              Wert/KWähr|Bezeichnung                                                                                                |Bestelltext                                                                                                   |Objektbezeichnung   |Partner-Kstl         |Einkaufsbeleg    |Konto Gegenbuchung      |RefBelegnr|
|2022   |9931310           |691120             |DV u. Org. Aufwand      |31.01.2022     |                  57,86-|01/2022 VST 9931310 AF                                                                                     |                                                                                                              |Vorsteuer           |                     |                 |169000                  |81200209  |
|2022   |9931310           |691120             |DV u. Org. Aufwand      |31.01.2022     |                  18,22 |VST 19%   Vorsteuerabzug 19%                                                                               |                                                                                                              |Vorsteuer           |1317630              |                 |                        |          |
|2022   |9931310           |691120             |DV u. Org. Aufwand      |31.01.2022     |                  27,10 |VST 19%   Vorsteuerabzug 19%                                                                               |                                                                                                              |Vorsteuer           |1717770              |                 |                        |          |
|2022   |9931310           |691120             |DV u. Org. Aufwand      |31.01.2022     |                  12,54 |VST 19%   Vorsteuerabzug 19%                                                                               |                                                                                                              |Vorsteuer           |1718120              |                 |                        |          |
|2022   |9923230           |691120             |DV u. Org. Aufwand      |01.01.2022     |                 129,56 |AP, medisign, Beleg 12119718, 09/21-09/22                                                                  |                                                                                                              |TRANSFUS.MED. NE.   |                     |                 |171000                  |83055966  |
|2022   |9922990           |691120             |DV u. Org. Aufwand      |01.01.2022     |                 129,56 |AP, medisign, Beleg 12119718, 09/21-09/22                                                                  |                                                                                                              |PSY NUTZUNGSENTGELT |                     |                 |171000                  |83055967  |
|2022   |9922680           |691120             |DV u. Org. Aufwand      |01.01.2022     |                 129,56 |AP, medisign, Beleg 12119718, 09/21-09/22                                                                  |                                                                                                              |HAEM NUTZUNGSENTGELT|                     |                 |171000                  |83055963  |
|2022   |9922680           |691120             |DV u. Org. Aufwand      |01.01.2022     |                 129,56 |AP, medisign, Beleg 12119718, 09/21-09/22                                                                  |                                                                                                              |HAEM NUTZUNGSENTGELT|                     |                 |171000                  |83055964  |
|2022   |9922680           |691120             |DV u. Org. Aufwand      |01.01.2022     |                 129,56 |AP, medisign, Beleg 12119718, 09/21-09/22                                                                  |                                                                                                              |HAEM NUTZUNGSENTGELT|                     |                 |171000                  |83055965  |
|2022   |9912240           |691120             |DV u. Org. Aufwand      |01.01.2022     |                 129,55 |AP, medisign, Beleg 12119718, 09/21-09/22                                                                  |                                                                                                              |AUGE AMBUL.ERTRÄGE  |                     |                 |171000                  |83055968  |
|2022   |9844086           |691120             |DV u. Org. Aufwand      |22.02.2022     |                 218,20 |Dell 27" Monitor – P2722H – 68,6cm (27")                                                                   |Dell 27" Monitor – P2722H – 68,6cm (27")                                                                      |Forens. Med.+Genetik|                     |4501801972       |325000                  |5000130649|
|2022   |9840043           |691120             |DV u. Org. Aufwand      |25.01.2022     |                 117,93 |Apple 96 W USB-C Adapter Ladeadapter                                                                       |Apple 96 W USB-C Adapter Ladeadapter                                                                          |G3-3332 Werksfeuerw.|                     |4501797659       |325000                  |5000060442|
|2022   |9840043           |691120             |DV u. Org. Aufwand      |21.01.2022     |                  37,27 |Apple USB C Daten/Ladekabel 2m                                                                             |Apple USB C Daten/Ladekabel 2m                                                                                |G3-3332 Werksfeuerw.|                     |4501797731       |325000                  |5000050276|
|2022   |9840043           |691120             |DV u. Org. Aufwand      |18.01.2022     |                 145,99 |Lenovo 4X90S92381 Dockingstation                                                                           |Lenovo 4X90S92381 Dockingstation                                                                              |G3-3332 Werksfeuerw.|                     |4501796689       |325000                  |5000038514|
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Anzeigevariante           ITC02      IT-Controlling Standard
Kostenstelle              131203...  Oellerich/ZN 2797...
K.Währung                 EUR        Euro

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|   Jahr|Kostenstelle      |Kostenart          |Kostenartenbezeichn.    |Buchungsdatum  |              Wert/KWähr|Bezeichnung                                                                                                |Bestelltext                                                                                                   |Objektbezeichnung   |Partner-Kstl         |Einkaufsbeleg    |Konto Gegenbuchung      |RefBelegnr|
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
|2022   |9706193           |691120             |DV u. Org. Aufwand      |18.02.2022     |                 172,49 |Smartboard UF65 Lampe Original                                                                             |Smartboard UF65 Lampe Original                                                                                |G2-34 LOGOPÄDENLHR  |                     |4501804538       |325000                  |5000125664|
|2022   |9706193           |691120             |DV u. Org. Aufwand      |21.02.2022     |                   6,50 |Smartboard UF65 Lampe Original                                                                             |Smartboard UF65 Lampe Original                                                                                |G2-34 LOGOPÄDENLHR  |                     |4501804538       |119501                  |512010846 |
|2022   |9706191           |691120             |DV u. Org. Aufwand      |17.02.2022     |                   3,58 |HDMI-Kabel 3m                                                                                              |HDMI-Kabel 3m                                                                                                 |G2-35 MTA-SCHULE LAB|                     |4501804194       |325000                  |5000120391|
|2022   |9706191           |691120             |DV u. Org. Aufwand      |13.01.2022     |                   3,58 |SpeaKa Professional HDMI Anschlusskabel                                                                    |SpeaKa Professional HDMI Anschlusskabel                                                                       |G2-35 MTA-SCHULE LAB|                     |4501795546       |325000                  |5000028164|
|2022   |9706191           |691120             |DV u. Org. Aufwand      |28.01.2022     |                   6,68 |USB MEMORY-STICK 64 GB (USB 3.0)                                                                           |                                                                                                              |G2-35 MTA-SCHULE LAB|                     |                 |109600                  |4900054761|
|2022   |9706190           |691120             |DV u. Org. Aufwand      |22.02.2022     |                 142,80 |Dell 27 Monitor – SE2722H                                                                                  |Dell 27 Monitor – SE2722H                                                                                     |G2-31 Kranken&Kinder|                     |4501804418       |325000                  |5000130610|
|2022   |9706190           |691120             |DV u. Org. Aufwand      |10.01.2022     |                  19,96 |USB MEMORY-STICK 64 GB (USB 3.0)                                                                           |                                                                                                              |G2-31 Kranken&Kinder|                     |                 |109600                  |4900013963|
|2022   |9706187           |691120             |DV u. Org. Aufwand      |10.02.2022     |                  36,97 |Kabellose Maus M705                                                                                        |Kabellose Maus M705                                                                                           |OTA-SCHULE          |                     |4501798674       |325000                  |5000104005|
|2022   |9706187           |691120             |DV u. Org. Aufwand      |17.02.2022     |                   0,01 |Kabellose Maus M705                                                                                        |Kabellose Maus M705                                                                                           |OTA-SCHULE          |                     |4501798674       |115291                  |512010133 |
|2022   |9634028           |691120             |DV u. Org. Aufwand      |18.02.2022     |                 925,82 |OLYMPUS INSTALLATIONSPAUSCHALE                                                                             |OLYMPUS INSTALLATIONSPAUSCHALE                                                                                |IKO AUF 0022        |                     |4501803173       |325000                  |5000123987|
|2022   |9634028           |691120             |DV u. Org. Aufwand      |06.01.2022     |                 928,20 |ZENZY 2 Grundmodul 2022                                                                                    |ZENZY 2 Grundmodul 2022                                                                                       |IKO AUF 0022        |                     |4501794057       |326000                  |5000012261|
|2022   |9634028           |691120             |DV u. Org. Aufwand      |06.01.2022     |                 671,16 |ZENZY 2 Hilfstaxe                                                                                          |ZENZY 2 Hilfstaxe                                                                                             |IKO AUF 0022        |                     |4501794057       |326000                  |5000012261|
|2022   |9618022           |691120             |DV u. Org. Aufwand      |02.02.2022     |                   3,50 |Intel® Gigabit CT Desktop Adapter                                                                          |Intel® Gigabit CT Desktop Adapter                                                                             |ZMK LTG/VERW        |                     |4501800152       |103564                  |512005100 |
|2022   |9618022           |691120             |DV u. Org. Aufwand      |02.02.2022     |                  83,30 |Intel® Gigabit CT Desktop Adapter                                                                          |Intel® Gigabit CT Desktop Adapter                                                                             |ZMK LTG/VERW        |                     |4501800152       |325000                  |5000082705|
|2022   |9618022           |691120             |DV u. Org. Aufwand      |02.02.2022     |                  74,85 |KVM 2 PORT USB DISPLAYPORT CS22DP-AT                                                                       |KVM 2 PORT USB DISPLAYPORT CS22DP-AT                                                                          |ZMK LTG/VERW        |                     |4501800252       |325000                  |5000080644|
|2022   |9618022           |691120             |DV u. Org. Aufwand      |02.02.2022     |                   1,00 |Sharkoon Adapterkabel Displayport                                                                          |Sharkoon Adapterkabel Displayport                                                                             |ZMK LTG/VERW        |                     |4501800152       |103564                  |512005100 |
|2022   |9618022           |691120             |DV u. Org. Aufwand      |02.02.2022     |                  23,80 |Sharkoon Adapterkabel Displayport                                                                          |Sharkoon Adapterkabel Displayport                                                                             |ZMK LTG/VERW        |                     |4501800152       |325000                  |5000082705|
|2022   |9614047           |691120             |DV u. Org. Aufwand      |31.01.2022     |                 872,79 |DELL Monitor P2722H                                                                                        |DELL Monitor P2722H                                                                                           |ZMK POLIKLINIK      |                     |4501796830       |325000                  |5000071600|
|2022   |9614047           |691120             |DV u. Org. Aufwand      |01.02.2022     |                   0,96 |Kingston DataTraveler 100 G3 128GB                                                                         |Kingston DataTraveler 100 G3 128GB                                                                            |ZMK POLIKLINIK      |                     |4501796973       |117500                  |512004705 |
|2022   |9614047           |691120             |DV u. Org. Aufwand      |27.01.2022     |                  38,38 |Kingston DataTraveler 100 G3 128GB                                                                         |Kingston DataTraveler 100 G3 128GB                                                                            |ZMK POLIKLINIK      |                     |4501796973       |325000                  |5000068181|
|2022   |9614047           |691120             |DV u. Org. Aufwand      |19.01.2022     |                  32,23 |PATCHKABEL CAT.7 5M GRAU                                                                                   |                                                                                                              |ZMK POLIKLINIK      |                     |                 |109600                  |4900034139|
|2022   |9614045           |691120             |DV u. Org. Aufwand      |28.02.2022     |                 376,04 |Dell 27 S2721HS Monitor, 68,47 cm (27'')                                                                   |Dell 27 S2721HS Monitor, 68,47 cm (27'')                                                                      |KONS LTG/POLI       |                     |4501805799       |325000                  |5000145340|
|2022   |9598023           |691120             |DV u. Org. Aufwand      |05.01.2022     |                 279,65 |DELL TFT-DISPLAY 27, P2722HE                                                                               |DELL TFT-DISPLAY 27, P2722HE                                                                                  |MKG LTG/VERW        |                     |4501772178       |325000                  |5000006004|
|2022   |9595011           |691120             |DV u. Org. Aufwand      |10.02.2022     |                   5,22 |Lieferung                                                                                                  |Lieferung                                                                                                     |MKG AUF 7013        |                     |4501800122       |115030                  |512007757 |
|2022   |9595011           |691120             |DV u. Org. Aufwand      |10.02.2022     |                 273,48 |ZEBRA ETIKETTENDRUCKER ZD410                                                                               |ZEBRA ETIKETTENDRUCKER ZD410                                                                                  |MKG AUF 7013        |                     |4501800122       |115030                  |512007757 |
|2022   |9574021           |691120             |DV u. Org. Aufwand      |31.01.2022     |                  13,71 |ID 5024   Verrechnung Station 5024                                                                         |                                                                                                              |THER AUF 5024       |9308114              |                 |                        |          |
|2022   |9570164           |691120             |DV u. Org. Aufwand      |31.01.2022     |                   0,56 |Adapterkabel DisplayPort 1.2 Stecker > H                                                                   |Adapterkabel DisplayPort 1.2 Stecker > H                                                                      |THER KRANKENVERSORG.|                     |4501799593       |103564                  |512004040 |
|2022   |9570164           |691120             |DV u. Org. Aufwand      |28.01.2022     |                  35,70 |Adapterkabel DisplayPort 1.2 Stecker > H                                                                   |Adapterkabel DisplayPort 1.2 Stecker > H                                                                      |THER KRANKENVERSORG.|                     |4501799593       |325000                  |5000071061|
|2022   |9570164           |691120             |DV u. Org. Aufwand      |10.02.2022     |                  57,57 |Jabra Evolve 20 UC Mono                                                                                    |Jabra Evolve 20 UC Mono                                                                                       |THER KRANKENVERSORG.|                     |4501802344       |325000                  |5000104142|
|2022   |9570164           |691120             |DV u. Org. Aufwand      |10.02.2022     |                   0,63 |Jabra Evolve 20 UC Mono                                                                                    |Jabra Evolve 20 UC Mono                                                                                       |THER KRANKENVERSORG.|                     |4501802344       |103564                  |512007906 |
|2022   |9570164           |691120             |DV u. Org. Aufwand      |31.01.2022     |                   1,20 |Kabel Displayport 1.3 (Stecker > Stecker                                                                   |Kabel Displayport 1.3 (Stecker > Stecker                                                                      |THER KRANKENVERSORG.|                     |4501799593       |103564                  |512004040 |
|2022   |9570164           |691120             |DV u. Org. Aufwand      |28.01.2022     |                  76,16 |Kabel Displayport 1.3 (Stecker > Stecker                                                                   |Kabel Displayport 1.3 (Stecker > Stecker                                                                      |THER KRANKENVERSORG.|                     |4501799593       |325000                  |5000071061|
|2022   |9570164           |691120             |DV u. Org. Aufwand      |31.01.2022     |                   0,39 |Logitech MK295, Desktop-Set                                                                                |Logitech MK295, Desktop-Set                                                                                   |THER KRANKENVERSORG.|                     |4501799593       |103564                  |512004040 |
|2022   |9570164           |691120             |DV u. Org. Aufwand      |28.01.2022     |                  24,99 |Logitech MK295, Desktop-Set                                                                                |Logitech MK295, Desktop-Set                                                                                   |THER KRANKENVERSORG.|                     |4501799593       |325000                  |5000071061|
|2022   |9570164           |691120             |DV u. Org. Aufwand      |27.01.2022     |                  66,83 |USB MEMORY-STICK 64 GB (USB 3.0)                                                                           |                                                                                                              |THER KRANKENVERSORG.|                     |                 |109600                  |4900052532|
|2022   |9570164           |691120             |DV u. Org. Aufwand      |09.02.2022     |                  66,83 |USB MEMORY-STICK 64 GB (USB 3.0)                                                                           |                                                                                                              |THER KRANKENVERSORG.|                     |                 |109600                  |4900083026|
|2022   |9564495           |691120             |DV u. Org. Aufwand      |27.01.2022     |                   6,44 |PATCHKABEL CAT.7 5M GRAU                                                                                   |                                                                                                              |PSOM TK AUF 4495    |                     |                 |109600                  |4900052576|
|2022   |9564391           |691120             |DV u. Org. Aufwand      |03.02.2022     |                   0,01-|Radios mit CD Player                                                                                       |Radios mit CD Player                                                                                          |PSY ERGOTHERAPIE    |                     |4501795947       |325000                  |512005541 |
|2022   |9564391           |691120             |DV u. Org. Aufwand      |31.01.2022     |                 109,99 |Radios mit CD Player                                                                                       |Radios mit CD Player                                                                                          |PSY ERGOTHERAPIE    |                     |4501795947       |325000                  |5000075257|
|2022   |9564292           |691120             |DV u. Org. Aufwand      |05.01.2022     |                 251,85 |DELL S2422HZ Monitor                                                                                       |DELL S2422HZ Monitor                                                                                          |KIJU LEITUNG/VERWALT|                     |4501783989       |325000                  |5000008837|
|2022   |9564292           |691120             |DV u. Org. Aufwand      |22.02.2022     |                  56,85 |DELOCK ADAPTERKABEL HDMI-A ST>VGA BUCHSE                                                                   |DELOCK ADAPTERKABEL HDMI-A ST>VGA BUCHSE                                                                      |KIJU LEITUNG/VERWALT|                     |4501804196       |325000                  |5000132112|
|2022   |9564292           |691120             |DV u. Org. Aufwand      |22.02.2022     |                   1,01 |DELOCK ADAPTERKABEL HDMI-A ST>VGA BUCHSE                                                                   |DELOCK ADAPTERKABEL HDMI-A ST>VGA BUCHSE                                                                      |KIJU LEITUNG/VERWALT|                     |4501804196       |103556                  |512011480 |
|2022   |9564292           |691120             |DV u. Org. Aufwand      |20.01.2022     |                  74,85 |KVM 2 PORT USB DISPLAYPORT CS22DP-AT                                                                       |                                                                                                              |KIJU LEITUNG/VERWALT|                     |                 |109600                  |4900038087|
|2022   |9564292           |691120             |DV u. Org. Aufwand      |10.02.2022     |                 284,41 |Olympus RM-4010P Premium Kit                                                                               |Olympus RM-4010P Premium Kit                                                                                  |KIJU LEITUNG/VERWALT|                     |4501800799       |325000                  |5000102000|
|2022   |9564292           |691120             |DV u. Org. Aufwand      |20.01.2022     |                  11,06 |PATCHKABEL CAT.7 10,0 M GRAU                                                                               |                                                                                                              |KIJU LEITUNG/VERWALT|                     |                 |109600                  |4900038087|
|2022   |9564290           |691120             |DV u. Org. Aufwand      |09.02.2022     |                   0,94 | MAUS-PAD, CA.27X22cm, SCHWARZ                                                                             |                                                                                                              |PSY LTG/VERW        |                     |                 |109600                  |4900082799|
|2022   |9564290           |691120             |DV u. Org. Aufwand      |17.02.2022     |                  14,95 |15,0m Patchkabel - Cat.7-Rohkabel, grün                                                                    |15,0m Patchkabel - Cat.7-Rohkabel, grün                                                                       |PSY LTG/VERW        |                     |4501803145       |325000                  |5000121481|
|2022   |9564290           |691120             |DV u. Org. Aufwand      |17.02.2022     |                   0,69 |15,0m Patchkabel - Cat.7-Rohkabel, grün                                                                    |15,0m Patchkabel - Cat.7-Rohkabel, grün                                                                       |PSY LTG/VERW        |                     |4501803145       |103556                  |512010338 |
|2022   |9564290           |691120             |DV u. Org. Aufwand      |01.01.2022     |                  41,25 |AP, Lajcsak (Evernote), Bel. 12116818, 09/21-09/22                                                         |                                                                                                              |PSY LTG/VERW        |                     |                 |171000                  |83055902  |
|2022   |9564290           |691120             |DV u. Org. Aufwand      |07.02.2022     |                 555,81 |Dell 27 S2721HSX Monitor, 68,47 cm (27''                                                                   |Dell 27 S2721HSX Monitor, 68,47 cm (27''                                                                      |PSY LTG/VERW        |                     |4501800608       |325000                  |5000090073|
|2022   |9564290           |691120             |DV u. Org. Aufwand      |15.02.2022     |                 669,84 |Dell S2721DS Monitor                                                                                       |Dell S2721DS Monitor                                                                                          |PSY LTG/VERW        |                     |4501745186       |325000                  |5000111803|
|2022   |9564290           |691120             |DV u. Org. Aufwand      |31.01.2022     |                   6,14-|KYOCERA LASERDRUCKER P 2040 DN                                                                             |KYOCERA LASERDRUCKER P 2040 DN                                                                                |PSY LTG/VERW        |                     |4501788561       |325000                  |512004159 |
|2022   |9564290           |691120             |DV u. Org. Aufwand      |25.02.2022     |                  33,49 |MAUS F.PC, OPTISCH KABELL. LOGITECH M545                                                                   |                                                                                                              |PSY LTG/VERW        |                     |                 |109600                  |4900118730|
|2022   |9564290           |691120             |DV u. Org. Aufwand      |14.01.2022     |                   6,44 |PATCHKABEL CAT.7 5M GRAU                                                                                   |                                                                                                              |PSY LTG/VERW        |                     |                 |109600                  |4900025163|
|2022   |9564290           |691120             |DV u. Org. Aufwand      |27.01.2022     |                  11,87 |USB MEMORY-STICK 32 GB (USB 3.0)                                                                           |                                                                                                              |PSY LTG/VERW        |                     |                 |109600                  |4900052520|
|2022   |9564290           |691120             |DV u. Org. Aufwand      |07.01.2022     |                  13,30 |USB MEMORY-STICK 64 GB (USB 3.0)                                                                           |                                                                                                              |PSY LTG/VERW        |                     |                 |109600                  |4900010734|
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Anzeigevariante           ITC02      IT-Controlling Standard
Kostenstelle              131203...  Oellerich/ZN 2797...
K.Währung                 EUR        Euro

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|   Jahr|Kostenstelle      |Kostenart          |Kostenartenbezeichn.    |Buchungsdatum  |              Wert/KWähr|Bezeichnung                                                                                                |Bestelltext                                                                                                   |Objektbezeichnung   |Partner-Kstl         |Einkaufsbeleg    |Konto Gegenbuchung      |RefBelegnr|
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
|2022   |9564098           |691120             |DV u. Org. Aufwand      |28.01.2022     |                 275,88 |ZEBRA ETIKETTENDRUCKER ZD410                                                                               |                                                                                                              |KIJU AUF 4098       |                     |                 |109600                  |4900056681|
|2022   |9564096           |691120             |DV u. Org. Aufwand      |28.01.2022     |                  18,01 |DISPLAYPORT ADAPTER, DP STECKER AUF VGA                                                                    |                                                                                                              |PSY AUF 4096        |                     |                 |109600                  |4900056680|
|2022   |9564096           |691120             |DV u. Org. Aufwand      |01.02.2022     |                  18,01 |DISPLAYPORT ADAPTER, DP STECKER AUF VGA                                                                    |                                                                                                              |PSY AUF 4096        |                     |                 |109600                  |4900067291|
|2022   |9564092           |691120             |DV u. Org. Aufwand      |17.02.2022     |                  39,13 |Samsung TV-Fernbedienung                                                                                   |Samsung TV-Fernbedienung                                                                                      |PSY AUF 4092        |                     |4501804194       |325000                  |5000120391|
|2022   |9564092           |691120             |DV u. Org. Aufwand      |31.01.2022     |                   6,68 |USB MEMORY-STICK 64 GB (USB 3.0)                                                                           |                                                                                                              |PSY AUF 4092        |                     |                 |109600                  |4900057118|
|2022   |9564092           |691120             |DV u. Org. Aufwand      |14.01.2022     |                 266,33 |ZEBRA ETIKETTENDRUCKER ZD410                                                                               |                                                                                                              |PSY AUF 4092        |                     |                 |109600                  |4900025119|
|2022   |9552055           |691120             |DV u. Org. Aufwand      |02.02.2022     |                  19,90 |20W USB-C Power Adapter                                                                                    |20W USB-C Power Adapter                                                                                       |NEUR LTG/VERW       |                     |4501798667       |325000                  |5000082695|
|2022   |9552055           |691120             |DV u. Org. Aufwand      |02.02.2022     |                   0,48 |20W USB-C Power Adapter                                                                                    |20W USB-C Power Adapter                                                                                       |NEUR LTG/VERW       |                     |4501798667       |110634                  |512005134 |
|2022   |9552055           |691120             |DV u. Org. Aufwand      |13.01.2022     |                  72,83 |Apple Power Adapter USB-C                                                                                  |Apple Power Adapter USB-C                                                                                     |NEUR LTG/VERW       |                     |4501795403       |325000                  |5000029591|
|2022   |9552055           |691120             |DV u. Org. Aufwand      |14.01.2022     |                  21,00 |Apple USB-C Kabel 2m                                                                                       |Apple USB-C Kabel 2m                                                                                          |NEUR LTG/VERW       |                     |4501787472       |325000                  |5000031044|
|2022   |9552055           |691120             |DV u. Org. Aufwand      |22.02.2022     |                 742,56 |Dell 24 Videokonferenzmonitor – S2422HZ                                                                    |Dell 24 Videokonferenzmonitor – S2422HZ                                                                       |NEUR LTG/VERW       |                     |4501804359       |325000                  |5000130660|
|2022   |9552055           |691120             |DV u. Org. Aufwand      |28.01.2022     |                  18,02 |DISPLAYPORT ADAPTER, DP STECKER AUF VGA                                                                    |                                                                                                              |NEUR LTG/VERW       |                     |                 |109600                  |4900056682|
|2022   |9552055           |691120             |DV u. Org. Aufwand      |01.03.2022     |                  18,42-|KYOCERA LASERDRUCKER P 2040 DN                                                                             |KYOCERA LASERDRUCKER P 2040 DN                                                                                |NEUR LTG/VERW       |                     |4501804316       |325000                  |512013468 |
|2022   |9552055           |691120             |DV u. Org. Aufwand      |01.03.2022     |                 614,04 |KYOCERA LASERDRUCKER P 2040 DN                                                                             |KYOCERA LASERDRUCKER P 2040 DN                                                                                |NEUR LTG/VERW       |                     |4501804316       |325000                  |5000151842|
|2022   |9552055           |691120             |DV u. Org. Aufwand      |02.02.2022     |                  18,94 |USB-C auf Lightning Kabel (1m)                                                                             |USB-C auf Lightning Kabel (1m)                                                                                |NEUR LTG/VERW       |                     |4501798667       |325000                  |5000082695|
|2022   |9552055           |691120             |DV u. Org. Aufwand      |02.02.2022     |                   0,47 |USB-C auf Lightning Kabel (1m)                                                                             |USB-C auf Lightning Kabel (1m)                                                                                |NEUR LTG/VERW       |                     |4501798667       |110634                  |512005134 |
|2022   |9552055           |691120             |DV u. Org. Aufwand      |03.02.2022     |                  31,90 |USB-C to Gigabit NIC Network Adapter                                                                       |USB-C to Gigabit NIC Network Adapter                                                                          |NEUR LTG/VERW       |                     |4501798663       |325000                  |5000085518|
|2022   |9552055           |691120             |DV u. Org. Aufwand      |03.02.2022     |                   0,48 |USB-C to Gigabit NIC Network Adapter                                                                       |USB-C to Gigabit NIC Network Adapter                                                                          |NEUR LTG/VERW       |                     |4501798663       |103556                  |512005458 |
|2022   |9551013           |691120             |DV u. Org. Aufwand      |28.02.2022     |                  23,94 |Universal-Fernbedienungsschutzhülle                                                                        |Universal-Fernbedienungsschutzhülle                                                                           |NEUR AUF 1013       |                     |4501806824       |325000                  |5000148885|
|2022   |9551013           |691120             |DV u. Org. Aufwand      |01.03.2022     |                   3,82-|Universal-Fernbedienungsschutzhülle                                                                        |Universal-Fernbedienungsschutzhülle                                                                           |NEUR AUF 1013       |                     |4501806824       |325000                  |512013485 |
|2022   |9551013           |691120             |DV u. Org. Aufwand      |25.02.2022     |                   6,64 |USB MEMORY-STICK 64 GB (USB 3.0)                                                                           |                                                                                                              |NEUR AUF 1013       |                     |                 |109600                  |4900118788|
|2022   |9548053           |691120             |DV u. Org. Aufwand      |10.02.2022     |                 281,60 |TASTATUR ACTIVE KEY AK-C8100F-U1, WEIß                                                                     |TASTATUR ACTIVE KEY AK-C8100F-U1, WEIß                                                                        |AUGE auf 6092       |                     |4501798674       |325000                  |5000104003|
|2022   |9547019           |691120             |DV u. Org. Aufwand      |24.01.2022     |                 281,60 |TASTATUR ACTIVE KEY AK-C8100F-U1, WEIß                                                                     |TASTATUR ACTIVE KEY AK-C8100F-U1, WEIß                                                                        |AUGE OP Hainbergkl. |                     |4501797898       |325000                  |5000055261|
|2022   |9547017           |691120             |DV u. Org. Aufwand      |31.01.2022     |                   0,01 |ID 2026   Verrechnung Station 2023                                                                         |                                                                                                              |AUGE AUF 2023       |9302026              |                 |                        |          |
|2022   |9546024           |691120             |DV u. Org. Aufwand      |10.02.2022     |                   5,26 |Lieferung                                                                                                  |Lieferung                                                                                                     |HNO AUF 6012        |                     |4501800122       |115030                  |512007757 |
|2022   |9546024           |691120             |DV u. Org. Aufwand      |10.02.2022     |                 273,48 |ZEBRA ETIKETTENDRUCKER ZD410                                                                               |ZEBRA ETIKETTENDRUCKER ZD410                                                                                  |HNO AUF 6012        |                     |4501800122       |115030                  |512007757 |
